,Habitat,SiteName,Date,npoints,TimePoint,Label,n,cover,Label_General,Label_Suscep
1092,Patch Reef,House Reef,01/10/2019,840,Oct-19,CYAN,1,0.119047619,Cyanobacteria,x
1093,Patch Reef,House Reef,01/10/2019,840,Oct-19,Cyan red,0,0,Cyanobacteria,x
1094,Patch Reef,House Reef,01/10/2019,840,Oct-19,DLAB,0,0,All Stony Coral,SCTLD Suscep. Spp.
1095,Patch Reef,House Reef,01/10/2019,840,Oct-19,Dicsp,0,0,Macroalgae,x
1096,Patch Reef,House Reef,01/10/2019,840,Oct-19,ENSP,0,0,Sponge,x
1097,Patch Reef,House Reef,01/10/2019,840,Oct-19,EUNI,5,0.595238095,Octocoral,x
1098,Patch Reef,House Reef,01/10/2019,840,Oct-19,GORGO,16,1.904761905,Octocoral,x
1099,Patch Reef,House Reef,01/10/2019,840,Oct-19,GVEN,32,3.80952381,Octocoral,x
1100,Patch Reef,House Reef,01/10/2019,840,Oct-19,Hal_spp,7,0.833333333,Macroalgae,x
1101,Patch Reef,House Reef,01/10/2019,840,Oct-19,LSUB_RUB,50,5.952380952,Rubble,x
1102,Patch Reef,House Reef,01/10/2019,840,Oct-19,Lob_spp,0,0,Macroalgae,x
1103,Patch Reef,House Reef,01/10/2019,840,Oct-19,MALC,4,0.476190476,All Stony Coral,x
1104,Patch Reef,House Reef,01/10/2019,840,Oct-19,MCAV,0,0,All Stony Coral,SCTLD Suscep. Spp.
1105,Patch Reef,House Reef,01/10/2019,840,Oct-19,MCOM,0,0,All Stony Coral,x
1106,Patch Reef,House Reef,01/10/2019,840,Oct-19,MURI,0,0,Octocoral,x
1107,Patch Reef,House Reef,01/10/2019,840,Oct-19,MURO,0,0,Octocoral,x
1108,Patch Reef,House Reef,01/10/2019,840,Oct-19,Macro,19,2.261904762,Macroalgae,x
1109,Patch Reef,House Reef,01/10/2019,840,Oct-19,OANN,51,6.071428571,All Stony Coral,SCTLD Suscep. Spp.
1110,Patch Reef,House Reef,01/10/2019,840,Oct-19,OFAV,0,0,All Stony Coral,SCTLD Suscep. Spp.
1111,Patch Reef,House Reef,01/10/2019,840,Oct-19,Other Inv,0,0,Other Encrusting Invert,x
1112,Patch Reef,House Reef,01/10/2019,840,Oct-19,PALY,1,0.119047619,Other Encrusting Invert,x
1113,Patch Reef,House Reef,01/10/2019,840,Oct-19,PAST,5,0.595238095,All Stony Coral,x
1114,Patch Reef,House Reef,01/10/2019,840,Oct-19,PPOR,0,0,All Stony Coral,x
1115,Patch Reef,House Reef,01/10/2019,840,Oct-19,PSEUGORG,4,0.476190476,Octocoral,x
1116,Patch Reef,House Reef,01/10/2019,840,Oct-19,PSTR,10,1.19047619,All Stony Coral,SCTLD Suscep. Spp.
1117,Patch Reef,House Reef,01/10/2019,840,Oct-19,PTER,0,0,Octocoral,x
1118,Patch Reef,House Reef,01/10/2019,840,Oct-19,SHAD,3,0.357142857,Unidentified,x
1119,Patch Reef,House Reef,01/10/2019,840,Oct-19,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
1120,Patch Reef,House Reef,01/10/2019,840,Oct-19,SINT,1,0.119047619,All Stony Coral,SCTLD Suscep. Spp.
1121,Patch Reef,House Reef,01/10/2019,840,Oct-19,SPONGB,0,0,Sponge,x
1122,Patch Reef,House Reef,01/10/2019,840,Oct-19,SPONGR,0,0,Sponge,x
1123,Patch Reef,House Reef,01/10/2019,840,Oct-19,SPONGV,0,0,Sponge,x
1124,Patch Reef,House Reef,01/10/2019,840,Oct-19,SPTU,0,0,Sponge,x
1125,Patch Reef,House Reef,01/10/2019,840,Oct-19,SRAD,5,0.595238095,All Stony Coral,x
1126,Patch Reef,House Reef,01/10/2019,840,Oct-19,SSID,5,0.595238095,All Stony Coral,SCTLD Suscep. Spp.
1127,Patch Reef,House Reef,01/10/2019,840,Oct-19,Sand,78,9.285714286,Sand,x
1128,Patch Reef,House Reef,01/10/2019,840,Oct-19,SpgOth,1,0.119047619,Sponge,x
1129,Patch Reef,House Reef,01/10/2019,840,Oct-19,TAPE,20,2.380952381,Unidentified,x
1130,Patch Reef,House Reef,01/10/2019,840,Oct-19,THAL,1,0.119047619,Thalassia,x
1131,Patch Reef,House Reef,01/10/2019,840,Oct-19,Tk Tf,78,9.285714286,Turf Algae,x
1132,Patch Reef,House Reef,01/10/2019,840,Oct-19,Tn Tf,386,45.95238095,Turf Algae,x
1133,Patch Reef,House Reef,01/10/2019,840,Oct-19,Turbin,0,0,Macroalgae,x
1134,Patch Reef,House Reef,01/10/2019,840,Oct-19,Unk,4,0.476190476,Unidentified,x
